NLCSSymbool,id_nummer,oudeNLCSSymboolName,nieuweNLCSSymboolName
http://digitalbuildingdata.tech/nlcs/def/996173f5-66fb-41d2-bbc9-f5989233b4b5,658,SIE-WEG_GLASBOLREFLECTOR-SO,SIE-MEUBILAIR_GLASBOLREFLECTOR-SO
http://digitalbuildingdata.tech/nlcs/def/9974e8d6-f0da-42a7-984a-2e21af2f2624,757,V-SIE-WEG_GLASBOLREFLECTOR-SO,V-SIE-MEUBILAIR_GLASBOLREFLECTOR-SO
http://digitalbuildingdata.tech/nlcs/def/9dc3a8da-65e9-4751-9d83-9c68e4f47d0e,3213,SVH-INRITELEMENT_180 200_160X500X1000_RECHTS,SVH-KANTOPSLUITING_INRITBAND_180 200_500X160X1000_RECHTS
http://digitalbuildingdata.tech/nlcs/def/5a52ca1b-663a-4187-929b-e7db73b88ad4,3543,V-SIE-WATER_DEBIETMETER-SO,V-SIE-MEUBILAIR_DEBIETMETER-SO
http://digitalbuildingdata.tech/nlcs/def/4eef49a7-5e65-442b-ae68-e8b1cb3211ab,755,V-SIE-WEG_FIETSKLEM_RECHT,V-SIE-MEUBILAIR_FIETSKLEM_RECHT
http://digitalbuildingdata.tech/nlcs/def/85a7e28c-78ef-41fb-a6ff-00aaeb7b74b2,3093,SIE-WEG_FIETSREK-SO,SIE-MEUBILAIR_FIETSENREK-SO
http://digitalbuildingdata.tech/nlcs/def/1c1c4959-41b5-4e3e-8870-6732667de179,3120,V-SIE-WEG_FIETSREK-SO,V-SIE-MEUBILAIR_FIETSENREK_01-SO
http://digitalbuildingdata.tech/nlcs/def/6557d6c1-24cd-4ab0-b910-1bb15279b81e,3092,SIE-WEG_FIETSNIET,SIE-MEUBILAIR_FIETSNIET
http://digitalbuildingdata.tech/nlcs/def/cfb925bf-213d-438a-9c7f-9a946e46e585,756,V-SIE-WEG_FIETSKLEM_SCHUIN,V-SIE-MEUBILAIR_FIETSKLEM_SCHUIN
http://digitalbuildingdata.tech/nlcs/def/94f1b32c-38d8-4f33-8eb9-edb5fce16de4,657,SIE-WEG_FIETSKLEM_SCHUIN,SIE-MEUBILAIR_FIETSKLEM_SCHUIN
http://digitalbuildingdata.tech/nlcs/def/3de435d9-8592-4b0b-8c08-5cbad4a57395,3119,V-SIE-WEG_FIETSNIET,V-SIE-MEUBILAIR_FIETSNIET
http://digitalbuildingdata.tech/nlcs/def/8fe0d881-b31d-41d3-8da6-56f50a18a41e,2454,B-SVH-KANTOPSLUITING_LEICONBAND_B_4-D,B-SVH-KANTOPSLUITING_LEICONBAND_B4-D
http://digitalbuildingdata.tech/nlcs/def/91c32cdd-ec30-41b0-ae25-9011f3fee63d,679,SIE-WEG_PAAL_CONISCH_AFNEEMBAAR-SO,SIE-MEUBILAIR_PAAL_CONISCH_AFNEEMBAAR-SO
http://digitalbuildingdata.tech/nlcs/def/e1814475-2485-45f0-a749-762b38386571,28,SAL-TEKENBLAD_A2.1-SO,SAL-TEKENBLAD_A2.1-SOMM
http://digitalbuildingdata.tech/nlcs/def/89365e1d-fa4c-4a08-8be9-28321f941e75,4211,SIE-FIETSENKLUIS-SO,SIE-MEUBILAIR_FIETSKLUIS-SO
http://digitalbuildingdata.tech/nlcs/def/7734132b-2adc-422b-b401-f2dad3da2bb8,2783,SVH-TEGEL_300X150_DUN_HALFST-SO,SVH-TEGEL_300X150_DUN_HALST-SO
http://digitalbuildingdata.tech/nlcs/def/a432f59e-ac49-4ffb-84a9-9bb18babdbc6,783,V-SIE-WEG_PAAL_UITNEEMBAAR-SO,V-SIE-MEUBILAIR_PAAL_UITNEEMBAAR-SO
http://digitalbuildingdata.tech/nlcs/def/c4b891f7-0abf-4278-a6a5-37f25249f33c,708,SIE-WEG_SCHRIKHEK-SO,SIE-MEUBILAIR_SCHRIKHEK-SO
http://digitalbuildingdata.tech/nlcs/def/558c72c5-9893-472a-9ad5-6dd378e6dc91,2367,SVH-KANTOPSLUITING_LEICONBAND_F25_8-D,SVH-KANTOPSLUITING_LEICONBAND_F25 8-D
http://digitalbuildingdata.tech/nlcs/def/29c40852-2dd2-4855-98eb-978107fb0a89,726,SIE-WEG_ZITBANK_ZONDER_LEUNING,SIE-MEUBILAIR_ZITBANK_ZONDER_LEUNING
http://digitalbuildingdata.tech/nlcs/def/9da084a3-b702-4f61-b565-6244c82604cd,2157,V-SRI-PUT_VWA_KUNSTSTOF-SO,V-SRI-PUT_DWA_KUNSTSTOF-SO
http://digitalbuildingdata.tech/nlcs/def/6470cd9d-7b36-4d4d-b7f3-c86becd9a39a,782,V-SIE-WEG_PAAL_KUNSTSTOF-SO,V-SIE-MEUBILAIR_PAAL_KUNSTSTOF-SO
http://digitalbuildingdata.tech/nlcs/def/76eeb782-26a9-4c5b-a805-64a3bcee282e,792,V-SIE-WEG_PARKEERMAATREGEL_POEF_ROND,V-SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONPOEF_ROND
http://digitalbuildingdata.tech/nlcs/def/582fac51-2b40-4f18-a27e-393e2c673cae,694,SIE-WEG_PARKEERMAATREGEL_POEF_VIERKANT,SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONPOEF_VIERKANT
http://digitalbuildingdata.tech/nlcs/def/74428aaa-1518-498f-9f7f-c8345bd8cef2,3287,V-SVH-INRITELEMENT_180 200_180X800X500_RECHTS,V-SVH-KANTOPSLUITING_INRITBAND_180 200_650X200X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/96039def-0706-4e95-9b72-39ef738bed7f,710,SIE-WEG_SNUFFELPAAL-SO,SIE-MEUBILAIR_SNUFFELPAAL-SO
http://digitalbuildingdata.tech/nlcs/def/fa4595cc-a00b-4e58-a8d2-c111f66a6194,809,V-SIE-WEG_SNUFFELPAAL-SO,V-SIE-MEUBILAIR_SNUFFELPAAL-SO
http://digitalbuildingdata.tech/nlcs/def/731b52de-055e-4dc3-acc9-bd680aa84f51,3555,SIE-WEG_PARKEERMAATREGEL_PARKEERBEUGEL,SIE-MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL-SO
http://digitalbuildingdata.tech/nlcs/def/a3456f89-8491-4ea6-9a4f-8fd27e365457,786,V-SIE-WEG_PARKEERMAATREGEL_BETONBOL,V-SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONBOL
http://digitalbuildingdata.tech/nlcs/def/3d6ba91b-62ac-4ace-89c2-69bcdff6e573,693,SIE-WEG_PARKEERMAATREGEL_POEF_ROND,SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONPOEF_ROND
http://digitalbuildingdata.tech/nlcs/def/23d47dff-6146-4318-9882-e157d82d945a,793,V-SIE-WEG_PARKEERMAATREGEL_POEF_VIERKANT,V-SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONPOEF_VIERKANT
http://digitalbuildingdata.tech/nlcs/def/097c3176-08b2-4312-9c7e-0bed5b3c9170,689,SIE-WEG_PARKEERMAATREGEL_BETONBOL_VIERKANTENVOET,SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONBOL_VIERKANTENVOET
http://digitalbuildingdata.tech/nlcs/def/bdc6effb-3ef8-40a8-940d-736c609f5361,3556,V-SIE-WEG_PARKEERMAATREGEL_PARKEERBEUGEL,V-SIE-MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL-SO
http://digitalbuildingdata.tech/nlcs/def/97878834-e4ec-4fa2-97bd-719fd0bcaf81,687,SIE-WEG_PARKEERMAATREGEL_BETONBOL,SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONBOL
http://digitalbuildingdata.tech/nlcs/def/ce7b45e5-fbb7-431f-9bce-95a35a5bbf55,788,V-SIE-WEG_PARKEERMAATREGEL_BETONBOL_VIERKANTENVOET,V-SIE-MEUBILAIR_DECORATIEVE INRICHTING_BETONBOL_VIERKANTENVOET
http://digitalbuildingdata.tech/nlcs/def/39eb49b9-cddd-40b7-9bd2-61379233b8d1,3182,B-SVH-INRITELEMENT_180 200_180X800X500_MIDDEN,B-SVH-KANTOPSLUITING_INRITBAND_180 200_650X200X500_MIDDEN
http://digitalbuildingdata.tech/nlcs/def/d1ffe5b4-a2ac-4705-b55e-bd44220b05cc,3538,V-SIE-KUNSTOBJECT-SO,V-SIE-MEUBILAIR_KUNSTOBJECT-SO
http://digitalbuildingdata.tech/nlcs/def/e4d32eed-6c21-4f73-874e-da89bf185c88,3542,V-SIE-WATER_BOEI-SO,V-SIE-MEUBILAIR_BOEI-SO
http://digitalbuildingdata.tech/nlcs/def/c5e5415e-9015-40ea-8de5-a9804d2d2851,3077,SIE-WATER_BOEI-SO,SIE-MEUBILAIR_BOEI-SO
http://digitalbuildingdata.tech/nlcs/def/5192bc41-0aea-4bf0-a149-6e6ddaafba4f,9,SAL-TEKENBLAD_A0_1189X841-SO,SAL-TEKENBLAD_A0_1189X841-SOMM
http://digitalbuildingdata.tech/nlcs/def/e8029596-1096-4a74-a956-f3b7e0b5d896,2396,SVH-KANTOPSLUITING_PWS_250 130X200-D,SVH-KANTOPSLUITING_PWSBAND_250X130 200-D
http://digitalbuildingdata.tech/nlcs/def/27b57941-6d14-4253-b7a6-cfac127c475b,2881,SIE-WEG_LICHTMAST-SO,SIE-MEUBILAIR_LICHTMAST-SO
http://digitalbuildingdata.tech/nlcs/def/3242968e-10fc-450a-87e3-f4938bb5748b,765,V-SIE-WEG_LICHTMAST-SO,V-SIE-MEUBILAIR_LICHTMAST-SO
http://digitalbuildingdata.tech/nlcs/def/58292861-c7fa-44d3-85fb-78eeebc908b9,807,V-SIE-WEG_SCHRIKHEK-SO,V-SIE-MEUBILAIR_SCHRIKHEK-SO
http://digitalbuildingdata.tech/nlcs/def/60e2adb7-a4c2-48f7-b40a-3f717420255b,3263,V-SVH-INRITELEMENT_130 150_180X450X1000_RECHTS,V-SVH-KANTOPSLUITING_INRITBAND_130 150_450X180X1000_RECHTS
http://digitalbuildingdata.tech/nlcs/def/3873d25b-3cc6-4f6f-a248-8dce4820e541,17,SAL-TEKENBLAD_A1_841X594-SO,SAL-TEKENBLAD_A1_841X594-SOMM
http://digitalbuildingdata.tech/nlcs/def/f4eeffca-3a82-4194-a55c-6d8fd7887e08,3072,SIE-INKLIMBEVEILIGING-SO,SIE-MEUBILAIR_INKLIMBEVEILIGING-SO
http://digitalbuildingdata.tech/nlcs/def/0558fc34-e8c0-40a1-a16a-970d36e76b33,3071,SIE-HOOGTEDETECTIEMETER-SO,SIE-MEUBILAIR_HOOGTEDETECTIEMETER-SO
http://digitalbuildingdata.tech/nlcs/def/2aa5f155-fe09-4f39-b0e1-c993979f6cdb,716,SIE-WEG_TANK-SO,SIE-MEUBILAIR_TANK-SO
http://digitalbuildingdata.tech/nlcs/def/9b4e80d2-cf5c-4fe7-88e1-1bfc724baca2,22,SAL-TEKENBLAD_A2_420X1470-SO,SAL-TEKENBLAD_A2_420X1470-SOMM
http://digitalbuildingdata.tech/nlcs/def/534e4b5b-206b-463d-bed9-25a9b46e58a3,14,SAL-TEKENBLAD_A1_594X1680-SO,SAL-TEKENBLAD_A1_594X1680-SOMM
http://digitalbuildingdata.tech/nlcs/def/34381889-6897-4b11-abdc-3af6f6d25a66,19,SAL-TEKENBLAD_A2-SO,SAL-TEKENBLAD_A2-SOMM
http://digitalbuildingdata.tech/nlcs/def/c5e5e148-93e5-4ebc-a115-1f03e6385fc9,3536,V-SIE-HOOGTEDETECTIEMETER-SO,V-SIE-MEUBILAIR_HOOGTEDETECTIEMETER-SO
http://digitalbuildingdata.tech/nlcs/def/ea0ccd0d-ea27-4fd0-85e9-262e53b97bc5,2486,B-SVH-KANTOPSLUITING_PWS_250 130X250-D,B-SVH-KANTOPSLUITING_PWSBAND_250X130 240-D
http://digitalbuildingdata.tech/nlcs/def/325eb2a8-a000-4ba5-a0d7-72d4d789c8f6,3183,B-SVH-INRITELEMENT_180 200_180X800X500_RECHTS,B-SVH-KANTOPSLUITING_INRITBAND_180 200_650X200X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/7785c70b-b50a-4d9a-b03a-2e017f9345e8,30,SAL-TEKENBLAD_A3_297X1050-SO,SAL-TEKENBLAD_A3_297X1050-SOMM
http://digitalbuildingdata.tech/nlcs/def/ea67fa0d-8e02-4cdb-81c3-10cd4950ebc2,663,SIE-WEG_INGANGSCONTROLE_STOPLICHT-SO,SIE-MEUBILAIR_INGANGSCONTROLE_STOPLICHT-SO
http://digitalbuildingdata.tech/nlcs/def/915de499-8ac3-4c43-9574-3a3497f4dad7,742,V-SIE-WEG_CAMERA_ROODLICHT-SO,V-SIE-MEUBILAIR_CAMERA_ROODLICHT-SO
http://digitalbuildingdata.tech/nlcs/def/ea96e608-fb22-4c36-a4f2-7ae295235f0e,2945,V-SIE-WEG_STADSPLATTEGROND,V-SIE-MEUBILAIR_STADSPLATTEGROND
http://digitalbuildingdata.tech/nlcs/def/06fef799-8b67-4d2e-a36d-64f2eec98f72,2943,SIE-WEG_STADSPLATTEGROND,SIE-MEUBILAIR_STADSPLATTEGROND
http://digitalbuildingdata.tech/nlcs/def/bc345722-8068-421a-be37-a0b796c47ce9,3274,V-SVH-INRITELEMENT_130 150_600X200X300_MIDDEN,V-SVH-KANTOPSLUITING_INRITBAND_130 150_600X200X300_MIDDEN
http://digitalbuildingdata.tech/nlcs/def/6fe37ed9-1fe1-486f-8a25-009c29eef1de,3166,B-SVH-INRITELEMENT_130 150_200X450X500_LINKS,B-SVH-KANTOPSLUITING_INRITBAND_130 150_450X200X500_LINKS
http://digitalbuildingdata.tech/nlcs/def/026e0bb0-ab52-4cdc-971b-97200dbec04f,3444,B-SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_100 300X200-D
http://digitalbuildingdata.tech/nlcs/def/39eadf68-5aa6-4038-8ddc-ca4b6ad7f23e,3453,SVH-KANTOPSLUITING_GELEIDEBAND_30_80X200-D,SVH-KANTOPSLUITING_GELEIDEBAND_30 80X200-D
http://digitalbuildingdata.tech/nlcs/def/5db206d8-6b42-47cd-8f35-9e7989b91966,3455,SVH-KANTOPSLUITING_GELEIDEBAND_40_120X250-D,SVH-KANTOPSLUITING_GELEIDEBAND_40 120X250-D
http://digitalbuildingdata.tech/nlcs/def/c5335ab2-d61f-4bfd-97d2-aba21f7ffac6,3385,SVH-KANTOPSLUITING_GELEIDEBAND_70_200X200-D,SVH-KANTOPSLUITING_GELEIDEBAND_70 200X200-D
http://digitalbuildingdata.tech/nlcs/def/ea820bed-94e9-42ec-b4f2-265a17d542f0,3445,SVH-KANTOPSLUITING_GELEIDEBAND_190_200X160-D,SVH-KANTOPSLUITING_GELEIDEBAND_190 220X160-D
http://digitalbuildingdata.tech/nlcs/def/8ab16207-0aaa-4c0d-9899-9b0b57139631,3442,B-SVH-KANTOPSLUITING_GELEIDEBAND_100_250X170-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_100 250X170-D
http://digitalbuildingdata.tech/nlcs/def/ea609988-2377-4765-bd47-657e047e1ab0,3441,SVH-KANTOPSLUITING_GELEIDEBAND_100_250X170-D,SVH-KANTOPSLUITING_GELEIDEBAND_100 250X170-D
http://digitalbuildingdata.tech/nlcs/def/a6b5f500-870b-482a-978b-a587dc2b94f7,3384,B-SVH-KANTOPSLUITING_GELEIDEBAND_70_200X150-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_70 200X150-D
http://digitalbuildingdata.tech/nlcs/def/0b0f01d0-69cf-420d-8ab9-d72d7a9fada4,3386,B-SVH-KANTOPSLUITING_GELEIDEBAND_70_200X200-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_70 200X200-D
http://digitalbuildingdata.tech/nlcs/def/4cc8d227-3458-4fc1-9ab0-d3b3148260ac,3375,SVH-KANTOPSLUITING_GELEIDEBAND_60_120X200-D,SVH-KANTOPSLUITING_GELEIDEBAND_60 120X200-D
http://digitalbuildingdata.tech/nlcs/def/70c529d5-e5a7-4ddc-a092-1b641480b0d2,3372,B-SVH-KANTOPSLUITING_GELEIDEBAND_50_200X200-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_50 200X200-D
http://digitalbuildingdata.tech/nlcs/def/7446bc4e-9b81-4a41-bc44-332302be0ac8,3376,B-SVH-KANTOPSLUITING_GELEIDEBAND_60_120X200-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_60 120X200-D
http://digitalbuildingdata.tech/nlcs/def/7c9495fb-4f95-4a06-ace1-3db2fc53d01f,3454,B-SVH-KANTOPSLUITING_GELEIDEBAND_30_80X200-D,B-SVH-KANTOPSLUITING_GELEIDEBAND_30 80X200-D
http://digitalbuildingdata.tech/nlcs/def/6849163b-2244-4d97-94d4-d1edccdbe93a,3443,SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200-D,SVH-KANTOPSLUITING_GELEIDEBAND_100 300X200-D
http://digitalbuildingdata.tech/nlcs/def/3464819d-bd21-4880-983b-148a84acf734,674,SIE-WATER_MERKPAAL_LEIDING-SO,SIE-MEUBILAIR_MERKPAAL_LEIDING-SO
http://digitalbuildingdata.tech/nlcs/def/d4fc38ac-3ff0-4e3b-8f43-89a65f278576,773,V-SIE-WATER_MERKPAAL_LEIDING-SO,V-SIE-MEUBILAIR_MERKPAAL_LEIDING-SO
http://digitalbuildingdata.tech/nlcs/def/ce640b2a-9285-4a44-91c5-fa671549efd6,685,SIE-WEG_PAAL_VAST-SO,SIE-MEUBILAIR_PAAL_VAST-SO
http://digitalbuildingdata.tech/nlcs/def/0ecf8b5a-c4a8-4fc2-bae1-8b58344bb455,3983,V-SVH-BETONPLAAT_HALFST_KL-SO,V-SVH-OPENVERHARDING_BEDRIJFSVLOERPLAAT_HALFST_KL-SO
http://digitalbuildingdata.tech/nlcs/def/c6b15719-ba35-4fd2-b002-04ddd317b2e4,3546,V-SIE-WEG_AFVALBAK-SO,V-SIE-MEUBILAIR_AFVALBAK-SO
http://digitalbuildingdata.tech/nlcs/def/2db97109-910d-46f8-b1f7-08f9416b2611,823,V-SIE-WEG_WINDZAK-SO,V-SIE-MEUBILAIR_WINDZAK-SO
http://digitalbuildingdata.tech/nlcs/def/f94c8e4a-9e78-4bd4-b428-eaeac5a4883a,2751,V-SRI-TANK_AARDGAS-SO,V-SOG-TANK_AARDGAS-SO
http://digitalbuildingdata.tech/nlcs/def/d2e26a67-326a-4b64-8180-deffd224fe9b,2,SAL-TEKENBLAD_A0_841X1050-SO,SAL-TEKENBLAD_A0_841X1050-SOMM
http://digitalbuildingdata.tech/nlcs/def/a23ea126-f34e-43b3-b4af-873243de3461,3155,B-SVH-BETONPLAAT_2X2,B-SVH-OPENVERHARDING_BEDRIJFSVLOERPLAAT_2X2
http://digitalbuildingdata.tech/nlcs/def/91f4c78c-d817-4300-af19-307123131315,7,SAL-TEKENBLAD_A0_841X2100-SO,SAL-TEKENBLAD_A0_841X2100-SOMM
http://digitalbuildingdata.tech/nlcs/def/dba0a369-d488-4de7-b49a-bab53fff6c14,2493,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220X130 150-D,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220 130 150X200-D
http://digitalbuildingdata.tech/nlcs/def/5573ceae-a261-4584-8dbc-8651bf890ade,3534,V-SIE-FONTEIN-SO,V-SIE-MEUBILAIR_FONTEIN-SO
http://digitalbuildingdata.tech/nlcs/def/ca8c0b12-e7f9-41ba-bb9a-759b4f69d1ff,3123,V-SIE-WEG_VLAGGENMAST-SO,V-SIE-MEUBILAIR_VLAGGENMAST-SO
http://digitalbuildingdata.tech/nlcs/def/56b22f0d-9777-4aec-9b0a-ca3181465ba6,3114,SIE-WEG_VLAGGENMAST-SO,SIE-MEUBILAIR_VLAGGENMAST-SO
http://digitalbuildingdata.tech/nlcs/def/df14948c-a118-4334-8167-30fc00c18a15,2747,SRI-TANK_PROPAAN-SO,SOG-TANK_PROPAAN-SO
http://digitalbuildingdata.tech/nlcs/def/ab251414-b7ba-498e-b33c-9f332ca9ca4c,3216,SVH-INRITELEMENT_180 200_160X500X500_RECHTS,SVH-KANTOPSLUITING_INRITBAND_180 200_500X160X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/609c7426-d93b-41ad-a311-1d5ae9e5b4c4,35,SAL-TEKENBLAD_A3_297X2100-SO,SAL-TEKENBLAD_A3_297X2100-SOMM
http://digitalbuildingdata.tech/nlcs/def/3ef9d2f2-66bb-43ab-9351-327b76151de3,1080,V-SRI-UITSTROOMBAK-SO,V-SRI-UITLAATCONSTRUCTIE_UITSTROOMBAK-SO
http://digitalbuildingdata.tech/nlcs/def/3d1e1226-a0cd-465f-b4d0-66a1fcce3500,778,V-SIE-WEG_PAAL_CONISCH_AFNEEMBAAR-SO,V-SIE-MEUBILAIR_PAAL_CONISCH_AFNEEMBAAR-SO
http://digitalbuildingdata.tech/nlcs/def/d1f82632-64d8-4d4e-a6f1-0f1e6b3fae90,3547,V-SIE-WEG_BOOMROOSTER_STAAL_1500X1500,V-SIE-MEUBILAIR_BOOMROOSTER_STAAL_1500X1500
http://digitalbuildingdata.tech/nlcs/def/9f0c5390-ca63-441e-947a-0a517adc21b9,3273,V-SVH-INRITELEMENT_130 150_600X200X300_LINKS,V-SVH-KANTOPSLUITING_INRITBAND_130 150_600X200X300_LINKS
http://digitalbuildingdata.tech/nlcs/def/67424372-7f91-4b6e-81fe-4c2e4179b3f1,3193,SVH-INRITELEMENT_130 150_180X450X1000_LINKS,SVH-KANTOPSLUITING_INRITBAND_130 150_450X180X1000_LINKS
http://digitalbuildingdata.tech/nlcs/def/661603f5-92f2-4299-95df-a5a597d78c4c,3887,SVH-COBBLESTONE_KL-SO,SVH-KASSEIEN_KL-SO
http://digitalbuildingdata.tech/nlcs/def/b29a78a1-d341-44c0-8636-5c33811b31b3,2404,SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220X130 150-D,SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220 130 150X200-D
http://digitalbuildingdata.tech/nlcs/def/a43e0efc-faf0-41ba-a59a-48eddd1d2ad8,2365,SVH-KANTOPSLUITING_LEICONBAND_B_4-D,SVH-KANTOPSLUITING_LEICONBAND_B4-D
http://digitalbuildingdata.tech/nlcs/def/1e914be7-b677-4640-9b4e-218696b4b029,2145,SRI-PUT_VWA_KUNSTSTOF-SO,SRI-PUT_DWA_KUNSTSTOF-SO
http://digitalbuildingdata.tech/nlcs/def/624ef7b2-8604-46a0-80cb-1359b587f5b7,825,V-SIE-WEG_ZITBANK_ZONDER_LEUNING,V-SIE-MEUBILAIR_ZITBANK_ZONDER_LEUNING
http://digitalbuildingdata.tech/nlcs/def/8e2623ab-9d51-44de-b21c-f118afd8fbea,770,V-SIE-WEG_HOOGSPANNINGSMAST-SO,V-SIE-MEUBILAIR_HOOGSPANNINGSMAST-SO
http://digitalbuildingdata.tech/nlcs/def/5bb40887-5bf2-494b-aaf4-d66a663369fd,671,SIE-WEG_HOOGSPANNINGSMAST-SO,SIE-MEUBILAIR_HOOGSPANNINGSMAST-SO
http://digitalbuildingdata.tech/nlcs/def/8eb057de-64ba-4af5-97a3-c3f30f172e69,817,V-SIE-WEG_TRAP-SO,V-SIE-MEUBILAIR_TRAP-SO
http://digitalbuildingdata.tech/nlcs/def/c6988054-a1f5-4abd-9392-446b35243e71,718,SIE-WEG_TRAP-SO,SIE-MEUBILAIR_TRAP-SO
http://digitalbuildingdata.tech/nlcs/def/b6529f63-36d4-4865-9040-01459e8adf54,2515,B-SVH-KANTOPSLUITING_AMSTELBAND_200X360-D,B-SVH-KANTOPSLUITING_AMSTELBAND_200 205x370-D
http://digitalbuildingdata.tech/nlcs/def/4c0d8cb7-2997-4d04-b4f5-a365d5c17614,775,V-SIE-WEG_PAAL_ALGEMEEN_01-SO,V-SIE-MEUBILAIR_PAAL_ALGEMEEN_01-SO
http://digitalbuildingdata.tech/nlcs/def/588b006d-c785-4f0f-a963-3ecee33ad209,675,SIE-WEG_PAAL_ALGEMEEN-SO,SIE-MEUBILAIR_PAAL_ALGEMEEN-SO
http://digitalbuildingdata.tech/nlcs/def/8c67b18d-0663-451d-8faa-60794fc1fb12,23,SAL-TEKENBLAD_A2_420X1680-SO,SAL-TEKENBLAD_A2_420X1680-SOMM
http://digitalbuildingdata.tech/nlcs/def/c7363071-0312-4a6e-94f7-aa043eb93ea3,806,V-SIE-WEG_SCHIJNWERPER-SO,V-SIE-MEUBILAIR_SCHIJNWERPER-SO
http://digitalbuildingdata.tech/nlcs/def/ebff76b9-8cca-48eb-a50c-d9a75a458693,808,V-SIE-WEG_SLAGBOOM-SO,V-SIE-MEUBILAIR_SLAGBOOM-SO
http://digitalbuildingdata.tech/nlcs/def/aa068ae5-4026-4e79-a75b-d05cf7fdfb29,709,SIE-WEG_SLAGBOOM-SO,SIE-MEUBILAIR_SLAGBOOM-SO
http://digitalbuildingdata.tech/nlcs/def/07853449-5e75-4e35-b2e3-3ca80834e7bd,1022,SRI-UITSTROOMBAK-SO,SRI-UITLAATCONSTRUCTIE_UITSTROOMBAK-SO
http://digitalbuildingdata.tech/nlcs/def/c581396c-7ee3-4a01-b0a7-60f32c39b13b,3285,V-SVH-INRITELEMENT_180 200_180X800X500_LINKS,V-SVH-KANTOPSLUITING_INRITBAND_180 200_650X200X500_LINKS
http://digitalbuildingdata.tech/nlcs/def/33fd96a4-9e44-4cbb-a72f-3b14cc068ad6,1093,SVH-BETONPLAAT_BLOK-SO,SVH-OPENVERHARDING_BEDRIJFSVLOERPLAAT_BLOK_KL-SO
http://digitalbuildingdata.tech/nlcs/def/5d7eecc3-ebe3-4501-9501-72119499c78d,2147,SRI-TANK-SO,SOG-TANK-SO
http://digitalbuildingdata.tech/nlcs/def/c9795742-c510-477b-b648-1c1eb35ef9a7,3185,B-SVH-INRITELEMENT_180 200_200X650X500_MIDDEN,B-SVH-KANTOPSLUITING_INRITBAND_180 200_800X180X500_MIDDEN
http://digitalbuildingdata.tech/nlcs/def/dbc77436-e651-4437-b59b-83b3b53a2385,3094,SIE-WEG_FLITSPAAL-SO,SIE-MEUBILAIR_FLITSPAAL-SO
http://digitalbuildingdata.tech/nlcs/def/fedb7572-3463-484c-afd8-7405544161bc,3532,V-SIE-DIJKPAAL-SO,V-SIE-MEUBILAIR_DIJKPAAL-SO
http://digitalbuildingdata.tech/nlcs/def/b830f4d1-b05c-471d-b1ce-c4fc424df033,804,V-SIE-WEG_RECLAMEZUIL-SO,V-SIE-MEUBILAIR_RECLAMEZUIL-SO
http://digitalbuildingdata.tech/nlcs/def/69de1eb6-7f45-4331-8620-755cc41e68ba,705,SIE-WEG_RECLAMEZUIL-SO,SIE-MEUBILAIR_RECLAMEZUIL-SO
http://digitalbuildingdata.tech/nlcs/def/8c4c327c-8b01-4df3-ab0c-ad1a27cfb0f4,3258,V-SVH-BETONPLAAT_2X1,V-SVH-OPENVERHARDING_BEDRIJFSVLOERPLAAT_2X1
http://digitalbuildingdata.tech/nlcs/def/4acd06fa-4767-40bc-adc2-d0d551b6dd5d,3290,V-SVH-INRITELEMENT_180 200_200X650X500_RECHTS,V-SVH-KANTOPSLUITING_INRITBAND_180 200_800X180X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/5c9e16c7-c44b-47b5-8a57-894d350738de,32,SAL-TEKENBLAD_A3_297X1470-SO,SAL-TEKENBLAD_A3_297X1470-SOMM
http://digitalbuildingdata.tech/nlcs/def/b3c68027-711b-47d5-a3ce-b211289dfe04,3065,SIE-WEG_AFVALBAK-SO,SIE-MEUBILAIR_AFVALBAK-SO
http://digitalbuildingdata.tech/nlcs/def/0afbeb9d-e566-4809-af74-9a563e682b22,3541,V-SIE-SIRENE-SO,V-SIE-MEUBILAIR_SIRENE-SO
