symboolURI,id,sbibliotheek,sbibliotheekURI,fase,symbool,optie,fileURL
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1f4cfbde-9dbc-43d2-83c9-9dbe61f03caa,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_MEETPAAL_REMOTE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_MEETPAAL_REMOTE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d152a495-1aea-4e09-9e87-f66334bdd576,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_MEETPAAL_REMOTE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_MEETPAAL_REMOTE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b7a6b66f-4962-4069-bd14-2a42a343259f,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DIK_BLOK_KL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DIK_BLOK_KL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cdebac87-5422-4272-aa31-eebe3e0b2d4b,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_GELIJKRICHTER-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_GELIJKRICHTER-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/248d2579-a35a-479a-ac77-374c0d4f6e58,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_DRAINAGE_AC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_DRAINAGE_AC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6010bda5-aa6c-4f2f-bfda-0b11d5ed12a6,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,B,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120-D,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120-D.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6ebe642f-b5df-4be0-8d28-672043672cf2,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_DRAINAGE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_DRAINAGE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/eceb744b-ebc7-46ab-b871-a148f83f9ed9,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_MEETPAAL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_MEETPAAL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2a56d6a5-5142-4f1d-898a-17c96d0f90e7,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_ANODE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_ANODE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88f98690-162d-41e1-8a4e-bd5405382606,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_DRAINAGE_DC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_DRAINAGE_DC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/89cfa4f4-e851-4add-b3b5-2768ab9041f7,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-KOLK-TROTTOIR-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-KOLK-TROTTOIR-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a06e0d9b-7ea2-429f-b56b-7aef8a0ba234,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,B,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100-D,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100-D.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f7ab79df-ee20-4fce-b37b-1c60b0a23023,,SIW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea29580c-9068-417a-8b2a-8bdecfdbd51a,V,V-SIW-VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL_VISUEEL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIW/V-SIW-VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL_VISUEEL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8e345958-a4be-4a9f-b43c-ece346efc87b,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_DRAINAGE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_DRAINAGE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1540fe9f-910b-47c1-b1b2-faf0a5cb0d22,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DUN_BLOK_KL_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DUN_BLOK_KL_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/3ff2b2eb-a61d-4316-b9cb-e879a268eb9a,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_DRAINAGE_AC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_DRAINAGE_AC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f224aeaf-d799-4094-92de-be91467ac9e1,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_DRAINAGE_DC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_DRAINAGE_DC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e3de883c-8cd2-47a9-9cfa-c3812304f74c,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DIK_BLOK_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DIK_BLOK_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4c79672b-b31d-4923-a67b-0057968ef8a6,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_GELIJKRICHTER-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_GELIJKRICHTER-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5f76ae7c-6f4f-49fd-a37f-061ff1c2b873,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DIK_BLOK-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DIK_BLOK-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5062156b-dd98-4b66-b938-6665163e1119,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DUN_BLOK-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DUN_BLOK-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1e32e3cc-ee3e-46ce-b2ee-795f7713c1f6,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DIK_BLOK_KL_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DIK_BLOK_KL_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6926fc5b-bec4-4984-8d7c-aace0ecfbbd2,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DUN_BLOK_KL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DUN_BLOK_KL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/16275df6-5185-4f7f-9868-0d1c2a4ef763,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,V,V-SVH-TEGEL_300X150_DUN_BLOK_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-TEGEL_300X150_DUN_BLOK_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c524aec9-33b0-42e9-8173-400cc667e610,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,V,V-SKL-KB_ANODE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-KB_ANODE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0740e8d7-eb2b-400f-9b65-97222afea89b,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,B,B-SKL-KB_MEETPAAL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/B-SKL-KB_MEETPAAL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6a30bff0-a7db-4fff-96f6-96bf925ac541,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DUN_BLOK-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DUN_BLOK-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b259c54b-ed1d-421d-8ba5-3af0588dcf0a,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_ANODE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_ANODE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/01341a3a-5319-498b-bc01-ddb61dc33e61,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DIK_BLOK_KL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DIK_BLOK_KL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cc7ffc6e-311b-46a7-986e-5eee9621a436,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d077c1a8-83a8-4697-a98a-c52c1c422ed6,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DIK_BLOK_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DIK_BLOK_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea7af5f3-f363-4f6c-9189-4f521b75123b,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DIK_BLOK_KL_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DIK_BLOK_KL_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/07bd4b3a-bf1c-4628-9cfe-cff0315daee6,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DUN_BLOK_KL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DUN_BLOK_KL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9265d949-fc35-4020-a1ea-5c97061c16c2,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_DRAINAGE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_DRAINAGE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7095fdd7-eb96-4d8a-b43f-30f229ccbb67,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_DRAINAGE_DC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_DRAINAGE_DC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/970ae48b-3d56-42fd-938e-5067e944210e,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-AANLEGTECHNIEK_INTREDEPUNT-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-AANLEGTECHNIEK_INTREDEPUNT-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/78ff3fc1-8df0-4247-bb99-de45d9465b16,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DIK_BLOK-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DIK_BLOK-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6d9033fb-5640-4daa-ab32-13132677546c,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_GELIJKRICHTER-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_GELIJKRICHTER-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/55b87d2c-22b4-4c10-9134-09b81129e4fe,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_DRAINAGE_AC-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_DRAINAGE_AC-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9e9e284d-773d-45ae-8321-b4ae50c38e63,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-AANLEGTECHNIEK_UITTREDEPUNT-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-AANLEGTECHNIEK_UITTREDEPUNT-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0f17923e-b5b0-4e17-b76f-5d79d537cbfd,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_MEETPAAL_REMOTE-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_MEETPAAL_REMOTE-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0a4cbe05-4a28-41aa-a78d-113b17dff6df,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DUN_BLOK_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DUN_BLOK_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/25c19e10-71c6-4c68-a962-c0d7f35b2af6,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-KB_MEETPAAL-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-KB_MEETPAAL-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f21a6375-ebf1-4a4e-85ed-2db46999dead,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-TEGEL_300X150_DUN_BLOK_KL_01-SO,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-TEGEL_300X150_DUN_BLOK_KL_01-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7838b5a4-c572-4340-b3c7-b206fdb14e41,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-UITSTROOMBAK,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-UITSTROOMBAK.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ac8f0008-e06f-4dde-84b5-a19092796a80,,SGR,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5e1a4fd3-ed90-42b7-b26b-690189aa9f55,,SGR-BOMENRIJ,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SGR/SGR-BOMENRIJ.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4e70ff31-00c7-4e4d-9732-42f997c47b3f,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_DRAINAGE,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_DRAINAGE.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/fd0b0270-c882-46b9-8a9f-751e74f1aab8,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_DWA,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_DWA.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/94e317ed-96d6-4fa1-bc3d-f309856bd207,,SIW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea29580c-9068-417a-8b2a-8bdecfdbd51a,,SIW-VRI,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIW/SIW-VRI.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4e76698f-320d-408b-bc32-f601267b821a,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_HWA,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_HWA.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1604ecb0-649c-422e-8074-fb78a4035389,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_ITR,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_ITR.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/bccdf635-4a5d-4cbd-876e-e18fa55e4257,,SIE,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8a998fbf-3ef5-49ec-81c4-c2ec5d0be04e,,SIE-MEUBILAIR_PAAL_DIJKPAAL,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/SIE-MEUBILAIR_PAAL_DIJKPAAL.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/84966aa6-dd66-4504-a16a-4340616321b3,,SIS,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9bd95238-8198-42ff-a96c-dfc3fa148fd3,,SIS-LAYOUT_HSW-S,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/SIS-LAYOUT_HSW-S.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/bd2f4329-8735-4e27-a8ef-9ba29cd2a028,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_GWA,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_GWA.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ac00a1c7-df8d-41a8-b6b4-80e03b06f938,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_DEKSEL_OVERIG,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_OVERIG.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6d7d5df0-68a5-4fb5-8b7c-db7079874ca7,,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SKL-POLLER,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SKL-POLLER.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d230ba0f-fda2-4f51-baa3-9ab4afa64445,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,V-SRI-KOLK-TROTTOIR_03-SO,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-KOLK-TROTTOIR_03-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/361c5d25-16b3-4102-938b-f12d95f8382c,,SVH,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ff261e2-5755-4912-9195-11fbfcea6093,,SVH-ANTIPARKEERELEMENT_BETONPYRAMIDE,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-ANTIPARKEERELEMENT_BETONPYRAMIDE.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e703569b-f55d-4c3d-bb11-aa3f69748a1b,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,V-SKL-PUT_SCHOUW_550X550-S,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_SCHOUW_550X550-S.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/fb082d11-941a-4cd3-af2f-98e673c23faf,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,V-SRI-PUT_DEKSEL_DWA,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-PUT_DEKSEL_DWA.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9237f449-20ab-4494-8d08-d70c06c6f000,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,V-SKL-PUT_ONTSTOPPING_160MM-S,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_ONTSTOPPING_160MM-S.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c5f1563c-e9dc-4abb-92a1-e78298dce050,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,SKL-PUT_SCHOUW_700X700-S,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/SKL-PUT_SCHOUW_700X700-S.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2c703e42-677e-40cb-84d2-d9d3f44efb28,,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-KOLK-TROTTOIR_02-SO,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-KOLK-TROTTOIR_02-SO.dwg
http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/214e9901-6393-4fb9-8978-62e23aa1a125,,SKL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/af14b1c9-452b-4cea-9f13-a9b9921c9163,,V-SKL-PUT_ONTSTOPPING_110MM-S,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_ONTSTOPPING_110MM-S.dwg
