"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#13";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"We hebben in NLCS 5.1 gekozen voor een indeling waarbij altijd het stelseltype gebruikt wordt, dat neem een deel van deze feedback weg. In het Informatiemodel NLCS zullen we de andere punten dan goed moeten onderzoeken, dit doen we in issue #751"
"#185";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"inmiddels wordt dit vraagstuk geadresseerd in projecten die gefinancieerd worden door het DOOR-programma"
"#195";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"de relevante issues zijn hieruit gehaald voor DOOR-project rionleringen"
"#358";"Alignment GWSW";"RI_riolering-en-GWSW | IMBOR";"";"";"nu gwsw en imbor aligned zijn en nlcs een nieuwe versie krijgt is deze vergelijking verouderd, dit gaan we elders oppakken"
"#521";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";""
"#545";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"dit is verwerkt tot een accpetance-versie"
"#631";"Alignment GWSW";"RI_riolering-en-GWSW | Ontologie";"";"";"de beheeromgeving is gereed zo te zien"
"#633";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"Besluit: we gaan redeneren vanuit NLCS naar GWSW, je kunt dan alleen de mapping gebruiken als er ook een laagnaam beschikbaar is in de NLCS."
"#635";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"De laatste vraag heb ik even een eigen issue van gemaakt zodat duidelijk is welke taak nog openstaat #756"
"#636";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"> * [x]  use cases verwerking rioleringsrevisiegegevens Dordrecht / Nijmegen / Utrecht

https://docs.crow.nl/use-cases-door/project-beheer/"
"#638";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"@gerritversteegh ik heb de naam van de beheeromgeving veranderd naar classificatie RI (rioleringen); ik wil voor elke hoofdgroep een eigen beheeromgeving en eigen publicatie maken, net zoals we dat willen doen (deo volente, na definitieve publicatie 5.1) voor de NLCS Basis"
"#639";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";""
"#652";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"Remote sources toegevoegd in [de workspace ](https://bimloket.laces-manager.tech/app/#/otl/692028b9b34a135beed4efd2/content?class=PhysicalObject&isExternal=false&isTopConcept=false)"
"#720";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"Test publicaties zijn [hier](https://hub.laces.tech/digitalbuildingdata/nlcs/test) beschikbaar, de eerste queries zijn opgeslagen bij de publicaties."
"#721";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"De relaties naar de IMBOR en GWSW zijn in [de NLCS Classificatie beheeromgeving](https://bimloket.laces-manager.tech/app/#/otl/692028b9b34a135beed4efd2/content?class=PhysicalObject&activeEntityId=a3ba7a37-7760-3456-b2d4-d1382b0c0c9a&activeEntityType=PhysicalObject&isExternal=false&isTopConcept=false) gelegd en in [de publicaties](https://hub.laces.tech/digitalbuildingdata/nlcs/test/) op te halen, inclusief queries om deze gelinkte resources te vinden."
"#722";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"het is uiteindelijk andersom gedaan, de relaties worden nu gelegd bij de ontologie"
"#723";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"Here is the updated one with parent links:
[GWSW_1_6-NLCS_5_1_met_symbolen_v3.csv](https://github.com/user-attachments/files/24912611/GWSW_1_6-NLCS_5_1_met_symbolen_v3.csv)

Note that there are edge cases, which I excluded from output table now, such as 
- objects not being in the partonomy tree (e.g., OVERIG_AANSLUITPUT)
- Persleiding under Persleiding both in taxonomy and partonomy, and linked to gwsw in partonomy: 

<img width=""1776"" height=""732"" alt=""Image"" src=""https://github.com/user-attachments/assets/7b73040d-6719-4f7c-bf5e-69ade1203cdc"" />"
"#725";"Alignment GWSW";"Informatiemodel";"";"";"1.	Het Informatiemodel NLCS Objectgericht op het onderdeel rioleringen, als ttl-file, met onderdelen kern, vocabulaire en domeinwaarden in [Documentatie Informatiemodel NLCS Objectgericht 5.1](https://nl-digigo.github.io/NLCS/code_documentation_im/5-1/)

2.	Het Alignment naar GWSW en IMBOR is onderdeel van het informatiemodel NLCS Objectgericht. [Relaties NLCS 5.1 met andere standaarden](https://nl-digigo.github.io/NLCS/ontologyalignments/5-1/) geeft beschrijving van de alignments vanuit de NLCS naar andere standaarden."
"#752";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"De links zijn eruit gehaald"
"#754";"Alignment GWSW";"Informatiemodel | RI_riolering-en-GWSW";"";"";"> BOB, Binnenonderkantbuis meetpunt, Hoogte t.o.v. NAP, is dit een aspect of een geometrie? Hoe kunnen we die linken naar de laagnaam DRAINAGE_RIOOLLEIDING_BOB

Aspect hoort bij riooleiding"
"#755";"Alignment GWSW";"";"";"";"ok, ik denk dat ik gok op afsluiter = rioolafsluiter en eindkap = afsluitstuk"
"#758";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";""
"#759";"Alignment GWSW";"RI_riolering-en-GWSW | publicatie";"";"";"Als je op het plusje drukt bij PhysicalObject aan de linkerkant van het scherm verschijnt Matter. Daar kan je het concept toevoegen. Het is misschien wel de vraag of metselwerk thuis hoort onder Materiaal.

<img width=""313"" height=""781"" alt=""Image"" src=""https://github.com/user-attachments/assets/a8348436-ab74-4001-8a77-d0d7fd8ca0b6"" />"
"#760";"Alignment GWSW";"RI_riolering-en-GWSW | publicatie";"";"";"Opgelost met [de nieuwe beheeromgeving](https://bimloket.laces-manager.tech/app/#/otl/6973474303e1a335a2a70597/content?class=PhysicalObject)"
"#765";"Alignment GWSW";"duplicate | RI_riolering-en-GWSW";"";"";"dubbel met #757"
"#767";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"> Relatie van classificatie naar tekenstandaard: described by maken

Done

> schema aanpassen van de classificatie

Done

> schema van de tekenstandaard nlcs maken

Done"
"#771";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"dit wordt nog afgeraden door data-architect het is hetzelfde domein, maar de objecten zitten misschien wel in een andere levensfase bij de NLCS dan bij GWSW. Voor nu is een zwakkere relatie met minder consequenties bij dooredeneren over de objecten beter."
"#774";"Alignment GWSW";"RI_riolering-en-GWSW";"";"";"> In de stylesheet zijn de nodige aanpassingen gemaakt, in de beheeromgeving zijn er echter nog steeds relaties gelegd naar MATERIAAL bij concepten waarvan de childs verwijzen naar specifieke materialen zoals BETON

daarom deze issue nu op mijn naam gezet"
"#113";"Alignment NLCS-IMBOR​";"IMBOR";"";"";"Deze issue kan gesloten worden, de doelstellingen van het project worden opgehelderd en getracked via #187"
"#138";"Alignment NLCS-IMBOR​";"IMBOR | Project <> Beheer";"";"";"voor dit porject is geen financiering gevonden, deelvragen zijn opgenomen in ontwikkelingsissues op de backlog"
"#333";"Alignment NLCS-IMBOR​";"IMBOR | AL - Algemeen";"";"";"Eens, buiten scope en daarmee sluit ik deze issue af"
"#335";"Alignment NLCS-IMBOR​";"BC betonconstructies | IMBOR";"";"";"akkoord, buiten scope, daarmee sluit ik deze issue"
"#343";"Alignment NLCS-IMBOR​";"IMBOR | HC - houtconstructies";"";"";"Vastgesteld op buiten scope van IMBOR, daarmee wordt deze issue afgesloten"
"#344";"Alignment NLCS-IMBOR​";"IMBOR | HU hulpconstructies";"";"";"duidelijk, en omdat deze hoofdgroep buiten scope is voor IMBOR sluit ik nu deze issue af"
"#348";"Alignment NLCS-IMBOR​";"IMBOR | KC Kunststofconstructies";"";"";"Buiten scope, daarmee sluit ik deze issue af"
"#352";"Alignment NLCS-IMBOR​";"IMBOR | MC Mechanische constructies";"";"";"Akkoord buiten scope van IMBOR, daarmee sluit ik deze issue"
"#354";"Alignment NLCS-IMBOR​";"IMBOR | MW metselwerk";"";"";"buiten scope IMBOR, daarmee sluit ik deze issue"
"#359";"Alignment NLCS-IMBOR​";"IMBOR | SC staalconstructies";"";"";"Akkoord, wegens buiten scope IMBOR sluit ik deze issue"
"#413";"Alignment NLCS-IMBOR​";"IMBOR";"";"";"gedaan in https://nl-digigo.github.io/NLCS/ontologyalignments/5-1/#use-case-1-hergebruiken-definities"
"#434";"Alignment NLCS-IMBOR​";"IMBOR";"";"";"Het is mogelijk dat vraagsteller verwijst naar de NLCS symbolen (“blocks” die je op tekening kunt plaatsen) waarin meer informatie staat dan in de laagnaam. Want inderdaad, in de laag teken je vervolgens objecten.
 
Er zijn tabellen van de symbolen die namen hebben die wel wat weggeven van wat er in staat, maar zeker niet alles: [https://github.com/nl-digigo/NLCS/tree/main/tabellen/actueel/NLCS-symbolen-5.0](https://eur02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fgithub.com%2Fnl-digigo%2FNLCS%2Ftree%2Fmain%2Ftabellen%2Factueel%2FNLCS-symbolen-5.0&data=05%7C02%7Celisabeth.devries%40crow.nl%7C54917b64399040edbc0408dc70bc1a45%7C1e0440a2a638433189c766de8119b255%7C0%7C0%7C638509200443889895%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=xeTFDRWw6WQ1qz8gIeu4J%2F0jPRsS1VF9v%2BYM3WWXd2k%3D&reserved=0), S staat voor symbool en dan herken je de hoofdgroep-afkorting wel weer.
 
Voor de informatie die je alleen kunt weten als je het block opent in een CAD pakket: dat is way way buiten scope voor deze opdracht. Dit is één van de redenen dat we eerst een classificatie moeten maken van NLCS, voor we IMBOR en NLCS echt kunnen gaan matchen van fysiek object tot fysiek object. Voor deze opdracht vergelijken we alleen termen"
"#3";"Gebruikersvragen";"Informatiemodel | Bespreken EC";"";"";"Dit wordt onderzocht in samenwerking met de BIM Basis Infra, dit issue sluit ik voor nu af."
"#66";"Gebruikersvragen";"CAD-applicaties";"";"";"De standaard kan hier verder geen antwoord op geven, deze call ligt nu bij de leverancier."
"#102";"Gebruikersvragen";"duplicate | Project <> Beheer";"";"";"We gaan hier een project voor opzetten. Volg dit via issue #205"
"#137";"Gebruikersvragen";"Symbolen | CAD<>GIS datatransformaties";"";"";"eerst maar eens antwoord geven op #196, dan bepalen of dit nodig / wnselijk is en voor welke use case. Voor nu sluit ik deze vraag af (buiten scope standaard)"
"#146";"Gebruikersvragen";"Project <> Beheer";"";"";"Dit wordt opgepakt als onderdeel van het samenwerkingstraject met de BIM Basis Infra"
"#148";"Gebruikersvragen";"Bespreken EC | status&bewerking | GroeipadDSGO/NLCS";"";"";"Dit onderzocht, maar voor NLCS gelden hooguit 3 fasen van tekeningen: tekening bestaande situatie; ontwerptekening; revisietekening (=bouwfase / oplevering werk)"
"#202";"Gebruikersvragen";"RAW-NLCS";"";"";"wegens het uitblijven van financiering sluit ik dit issue af"
"#203";"Gebruikersvragen";"documentation | RAW-NLCS";"";"";"bij gebrek aan reactie sluit ik deze issue"
"#205";"Gebruikersvragen";"Project <> Beheer";"";"";"Dit wordt opgepakt als onderdeel van het samenwerkingstraject met de BIM Basis Infra, hiervoor wordt een digideal opgesteld. In 2024 wordt dit project nog niet uitgevoerd"
"#206";"Gebruikersvragen";"Project <> Beheer | CAD<>GIS datatransformaties";"";"";"Verwerkt in een aanzet tot onderzoeksvragen en scenario's naar een uitwisselformaat voor NLCS in de documentatie van  [uitwisselafsapraken](https://nl-digigo.github.io/NLCS/representations/)"
"#207";"Gebruikersvragen";"Inmetingen";"";"";"Wegens buiten scope van nlcs standaard wordt dit project afgesloten."
"#233";"Gebruikersvragen";"duplicate";"";"";"Zie  #191"
"#235";"Gebruikersvragen";"Project <> Beheer | objectattributen | uitwisselformaat";"";"";"issue is verwerkt in de issues die toekomstige ontwikkelingen beschrijven, zie de labels bij deze issue"
"#238";"Gebruikersvragen";"3D softwaretemplates";"";"";"dit wordt meegenomen in een poging om tot een digideal te komen, samen met de bim basis infra. Wordt vervolgd, maar niet in deze issue"
"#249";"Gebruikersvragen";"CAD<>GIS datatransformaties | 3D: IFC+Classificatie | uitwisselformaat | 3D softwaretemplates";"";"";"onderzoeksvragen hebben geresulteerd in deze tekst: https://nl-digigo.github.io/NLCS/representations/#onderzoeksvragen-uitwisselformaat-nlcs

onderzoeker is op pad gestuurd om dit uit te werken"
"#308";"Gebruikersvragen";"documentation | Project <> Beheer";"";"";"> Volgens Formele Beschrijving NLCS 5.0, BIJLAGE 1: Uitwisseling van 3D objectinformatie:
> 
> * [ ]  ""Opdrachtnemers die werken met 3D constructiemodellen, zijn niet verplicht het as built model te leveren in de vorm van 2D CAD tekeningen conform NLCS. ""
> 
> en:
> 
> * [ ]  ""maak bij de start van het project duidelijke afspraken over wat in welk formaat moet worden geleverd. Het is belangrijk dat opdrachtgevers per project nauwkeurig specificeren waarvoor zij de uit te wisselen informatie willen gebruiken en duidelijk aangeven welke niet-geometrische informatie moet worden overgedragen naast de 3D geometrie;"".
> 
> Is een 'mapping' van BIM-3D naar NLCS-2D nodig? Zo ja, is dit dan aan de NLCS om op te pakken?

De huidige documentatie is duidelijk; voor opvolging zijn er twee groepipaden, waarvoor we financiering proberen te krijgen in de vorm van een digideal: 
Korte termijn: **3D softwaretemplates**
Lange termijn: Label: **3D: IFC+Classificatie**


Daarmee sluit ik deze gebruikersvraag af, we nemen dit mee in het samenwerkingstraject met de BIM Basis Infra en de digfideal."
"#319";"Gebruikersvragen";"";"";"";"Van de blocks / symbolen is de versie op 5.0 vastgesteld en gepubliceerd op GitHub, deze veranderen niet voordat een nieuwe versie van de standaard wordt gepubliceerd https://github.com/nl-digigo/NLCS/tree/main/symbolen/5.0"
"#330";"Gebruikersvragen";"BOMOS";"";"";"Heb GEMMA geattendeerd op ontbrekende en niet kloppende aanmeldingen. Rest is aan softwareleveranciers om zichzelf goed aan te melden"
"#366";"Gebruikersvragen";"Project <> Beheer";"";"";"vraagstuk is verwerkt in issues over toekomstige ontwikkelingen nlcs met label project-beheer"
"#372";"Gebruikersvragen";"toepassingsvragen";"";"";"over a) kan men zeggen: dan hoeft een aannemer niet platte tekeningen op basis van NLCS aan te leveren, 
over b) kan men zeggen: het type object waar het hier over gaat is buiten scope van de standaard, hooguit zijn de aansluitingen van de omgeving met het gebouw op basis van NLCS te tekenen

Men kan hier het beste vragen om de geometrie als IFC en in het native formaat van de gebruikte 3D modelleringssoftware,, classificatie van gebouwdelen volgens de NL-sfb en het"
"#391";"Gebruikersvragen";"RI_riolering-en-GWSW | implementatie";"";"";"GWSW word beheerd door Stichting Rioned, NLCS door DigiGO.

Bij NLCS is een mappingstabel gemaakt, met als doel het PDOK thema stedelijk water (een van de datasets op basis van GWSW) te kunnen vertalen van een GIS kaart naar CAD lagen. Het is echter niet een eis aan de NLCS applicaties, dat ze deze transformatie van GIS naar CAD kunnen aanbieden. 

https://nl-digigo.github.io/NLCS/representations/#pdok-thema-stedelijk-water (het duurt even voordat je met deze link naar het juiste hoofdstuk in deze publicatie springt, heb geduld als je dit opent)"
"#442";"Gebruikersvragen";"IMBOR";"";"";"Ik sluit deze issue, omdat hier geen wensen voor aanpassingen uit NLCS uit voortkomen die we niet al hebben geregistreerd in andere issues."
"#452";"Gebruikersvragen";"VH - verhardingen";"";"";"Gebruiker is netjes beantwoord, ik sluit de issue want - kleuren zijn een kwestie van smaak, helaas ;-)"
"#476";"Gebruikersvragen";"disciplines | discipline-ter-discussie";"";"";"Geantwoord; Bedankt voor je vraag. De disciplines zijn een vaste lijst met disciplines, er is alleen helaas in de praktijk een verschil ontstaan in het gebruik:

-	Variant 1: als een wegenafdeling de tekening gemaakt heeft, staat bij alles wegen, ook bij  het groen, en vice versa; 
-	Variant 2: Alles wat bij een weg hoort, wordt in de discipline weg getekend
-	
Dit betekent dat bij de uitwisseling tussen partijen, niet goed geautomatiseerd kan worden op het veld disciplines, omdat er geen consistentie zit in het gebruik.

Conclusie: Je kunt hiervoor de eigen afspraken maken in je organisatie en eisen stellen aan opdrachtnemers die voor je werken, hoe het veld disciplines gebruikt word."
"#482";"Gebruikersvragen";"IMBOR";"";"";"![image](https://github.com/user-attachments/assets/0bf77828-f74c-4031-af6b-9ea89123e3a9)"
"#484";"Gebruikersvragen";"gebouwen";"";"";"Dit antwoord gestuurd:

Dit antwoord kreeg ik van een van de inhoudelijke experts: 

Naar mijn beste eer en geweten komt een droge blusleiding niet voor in de openbare ruimte [red: de huidige scope van NLCS is openbare ruimte en infrastructuur, niet gebouwen].
Een droge blusleiding zit over het algemeen inpandig in een gebouw verwerkt voor gebruik van de brandweer. De aansluiting voor de invoer zit ook in de gevel verwerkt.
Als er een situatie van een droge blusleiding in de openbare ruimte wordt bedoeld ben ik erg nieuwsgierig naar een voorbeeld van een dergelijke situatie om een passend advies/aanvulling te maken.
Wel is 'blusleiding' aanwezig in de hoofdgroep riolering, waarvan de brandweer gebruik kan maken. Deze blusleiding staat echter altijd vol water en wordt met een put in het straatwerk aangeboden of middels een speciale brandkraan.
Daar zou ik zelf aan willen toevoegen: u kunt wel gebruik maken van de NLCS methode met een eigen aanvulling, een laagnaam in een hoofdgroep die naar uw mening het beste aansluit; OG (ondergrond) bevat al laagnamen voor gebouwen, daar kan het bijvoorbeeld worden toegevoegd."
"#490";"Gebruikersvragen";"implementatie";"";"";"Dank! Dit mail ik terug"
"#503";"Gebruikersvragen";"3D: IFC+Classificatie";"";"";"Het vervolgproject is het uitwerken van twee voorbeelden van het gebruik van de classificatie"
"#628";"Gebruikersvragen";"implementatie";"";"";"Vervolgvraag van zelfde gebruiker:

> Welke letters moeten er gebruikt worden bij vertalingen naar het Engels? Bijvoorbeeld 'Inrihctingselementen'/'furnitures'?
 >Is IE een hoofdgroep? Het verschijnt wel in uw systeem van symbolen etc., maar wordt online niet als zodanig herkend?

Beantwoord metDe hoofdgroepen met afkortingen staan in deze tabel – https://github.com/nl-digigo/NLCS/blob/main/tabellen/concept/5.1/hoofdgroepen-concept-5-1.xlsx, daar staan inrichtingselementen ook tussen. Bedoel je met online niet kunnen vinden dat dit geen gangbare term is als je er op googelt? Dan is het blijkbaar een ontwerpers- of NLCS-dialect om het zo te noemen. Ik denk dat street furniture de correcte vertaling zou zijn

Voor een vertaling naar het Engels zou je eenzelfde soort logica kunnen gebruiken om vanuit het Engelse woord twee letters als afkorting te gebruiken, als er maar geen twee gelijke letters voorkomen gaat het goed in CAD. SF dus in dit voorbeeld."
"#629";"Gebruikersvragen";"thesaurus NLCS";"";"";"Heb dit geantwoord: Bij NLCS zijn helaas op dit moment nog geen omschrijvingen beschikbaar; dit staat wel op ons vizier, bij het objectgericht maken van NLCS gaan we ook omschrijvingen toevoegen. 

Voor de rioleringsobjecten geldt, dat in het het gemeentelijk woordenboek stedelijk water  definities staan; daarbij staan ook verwijzingen naar de NLCS laagnamen. Zoeken op GWSW + laagnaam laat dit zien: https://data.gwsw.nl/1.4.1/Totaal/Kolk/  
[NEN 3300:1996] ingegraven bak voor de opvang van neerslag afkomstig van erop aangesloten oppervlakken, voor het laten bezinken van in dit water meegevoerde bezinkbare stoffen en voor de afvoer van dit water naar de riolering  
[IMGeo:1.0/2007] Open hemelwater afvoer, aangesloten op het transportnet van hemelwater.  
http://definities.geostandaarden.nl/concepten/imgeo/doc/begrip/Kolk
Definitie intern (=GWSW) Een reservoir bestemd voor de opvang van hemelwater afkomstig van erop aangesloten oppervlakken, het laten bezinken van in dit water meegevoerde bezinkbare stoffen en de afvoer van dit water naar een rioolstelsel of naar de ondergrond"
"#630";"Gebruikersvragen";"RI_riolering-en-GWSW | IMBOR";"";"";"heb dit geantwoord: Je inhoudelijke opmerkingen zijn helder en ook bekend. We hebben een grote vergelijkingsactie gedaan tussen NLCS en IMBOR, waar flinke verschillen uitkomen.

In versie 5.0 is gekozen voor een duidelijk onderscheid tussen rioolleiding (afvoer vuil/gemengd water) en transportleiding in een poging om goed aan te sluiten op GWSW en PDOK-thema stedelijk water. Er is een mappingstabel beschikbaar om vanuit dit PDOK thema te kunnen transformeren naar NLCS 5.0.  https://github.com/nl-digigo/NLCS/tree/main/tabellen/definitief/5.0/NLCS-mappingen-5.0

Sindsdien is voor de komende release van IMBOR 2025 gewerkt aan het op één lijn brengen van IMBOR en GWSW, en heeft NLCS in versie 5.1 de rioleringen verder uitgewerkt met als doel alles te kunnen tekenen per stelsel, om het makkelijker te maken voor de ontwerper. 

Dit najaar werken we een aansluiting tussen IMBOR/GWSW en NLCS uit in het DOOR programma samen met DigiGO, CROW, gemeenten en provincies, waarbij de gemeente Utrecht ook in een experiment gaat onderzoeken of deze aansluiting helpt om vanuit het beheersysteem CAD-tekeningen te maken van rioleringen. Daar zouden discrepanties zoals jij noemt over verschillende doorsnedes et cetera boven water moeten komen, zodat we die kunnen oplossen. 

Voor de overige objecten in NLCS willen we ook op deze manier werken, zodat de hele keten van opdrachtnemers, projecten en beheer beter informatie kunnen uitwisselen. Daarvoor zoeken we nog naar funding, als onderdeel van beleidsmaatregel 3 van het bestuursakkoord ’27 van digiGO."
"#732";"Gebruikersvragen";"kleuren";"";"";"Geantwoord: Er heeft net iemand een uitgebreid voorstel gedaan over kleuren, waarin ook wordt uitgelegd hoe het werkt binnen de NLCS. Dat staat in de bijgevoegde pdf (deze staat hier: #731). Hopelijk kun je daar het antwoord in vinden."
"#777";"Gebruikersvragen";"Stedelijk Spoor | BOMOS";"";"";""
"#778";"Gebruikersvragen";"implementatie | 3D softwaretemplates | ID en wijzigingen";"";"";"Kreeg nog dit antwoord: Bedankt voor je snelle reactie en het delen van de links naar de objecttabellen van NLCS 4.2 en 5.0. Dat geeft ons een goed startpunt.

De reden dat wij de verschillen tussen de versies willen achterhalen, heeft te maken met onze modelleeromgeving voor het wegontwerp. 
Wij gebruiken Bentley OpenRoads Designer, en binnen KWS werk ik via de VNMG (oorspronkelijk de MX vakgroep ,www.vnmg.nl) mee aan de ontwikkeling van de Nederlandse country kit die ervoor zorgt dat onze ontwerp- en modelleeruitvoer automatisch voldoet aan de NLCS. 
Na het modelleer werk kan de tekenaar met de export aan de gang om tekeningen te gaan uitwerken.
Dit is tot nu toe gebaseerd op de NLCS 4.2 maar de vragen en roep naar NLCS 5.0 wordt steeds groter. 

Het Inzicht in de verschillen hebben we nodig om onze software zo in te richten dat de NLCS automatisch en correct wordt toegepast en willen naar versie 5.0."
"#810";"Gebruikersvragen";"tekenblad";"";"";"Gebruikersvraag beantwoord: Een CAD tekening kan georiënteerd worden zoals je wilt; in de documentatie https://github.com/nl-digigo/NLCS/blob/development/docs/archive/NLCS%205.0/Formele_beschrijving_NLCS_versie_5_0_V1_0.pdf staat in paragraaf 4.3.3 beschreven dat op een tekenblad een noordpijl aanwezig moet zijn om de oriëntatie aan te geven; het CAD-model heeft altijd in rd-coördinaten."
"#811";"Gebruikersvragen";"publicatie";"[[release note]] De ReadME van de 5.0 is aangepast nadat de main branch is opgeschoond tot puur de 5.0 publicatie zonder historie.";"";""
"#814";"Gebruikersvragen";"BGT | implementatie";"";"";"Beantwoord: De mapping van BGT naar NLCS en van PDOK Thema stedelijk water (gwsw) naar NLCS staan hier: https://github.com/nl-digigo/NLCS/tree/main/tabellen/publicatie/NLCS-mappingen

Er is ooit een lijst gemaakt met objecten voor planvorming, staat in deze pdf, pagina 67: https://github.com/nl-digigo/NLCS/blob/development/docs/archive/NLCS%205.0/Formele_beschrijving_NLCS_versie_5_0_V1_0.pdf


De laagnaam opbouw staat hier beschreven: https://nl-digigo.github.io/NLCS/requirementscadmodels/5-1/#opbouw-laagnaam (documentatie is 5.1, maar voor 5.0 is hetzelfde en die is alleen in een reuzen pdf beschikbaar).

STATUS is gedefinieerd als status van het object tijdens het project, N (nieuw) kies je voor een gepland object in een ontwerp en R voor een gerealiseerd object (Revisie). Voor  planstudies nieuwe objecten N is dus correct. 

Discipline is een vrije keuze van gebruikers, maar je moet kiezen uit één van de disciplines in de laagnaam. PV, planvorming staat daar tussen dus is goed: https://github.com/nl-digigo/NLCS/blob/main/tabellen/publicatie/5.02_disciplines.csv

Per hoofdgroep is er een tabel beschikbaar (naast de publicatie op het sparql-endpoint), het is niet zo dat je alleen kan kiezen voor objecten uit “ONDERGROND” voor planstudies. https://github.com/nl-digigo/NLCS/tree/main/tabellen/publicatie/objectentabellen-verkort

De subobjecten worden al meegegeven in de laagnaam, na de underscores staan de subobjecten: BEBOUWING_WONINGBOUW  woningbouw is het subobject
Je mag eigen aanvullingen maken op de laagnamen in de NLCS, maar dan wil ik graag een verzoek om ze in de volgende versie van de standaard op te nemen, want maatwerk is zonde."
"#198";"Inhoudelijke backlog";"BOMOS";"";"";"Goed om te weten, en gelukkig is deze actie ook succesvol uitgevoerd  https://www.forumstandaardisatie.nl/open-standaarden/nlcs"
"#209";"Inhoudelijke backlog";"GR-Groen-inclusief-bomen | Scope | KL kabels en leidingen";"";"";"dit wordt in de projecten rondom bomen (#653) en informatiebehoefte netbeheerder (buiten scope nlcs) opgepakt"
"#274";"Inhoudelijke backlog";"documentation | kleuren | Voorgenomen wijziging | Controversieel";"";"";"deze issue heeft geleid tot een concreet uitgewerkt voorstel in #731 daarom sluit ik deze issue nu af"
"#439";"Inhoudelijke backlog";"documentation | publicatie";"";"";"opgenomen in de beheerhandleiding"
"#458";"Inhoudelijke backlog";"RI_riolering-en-GWSW";"";"";"onderdeel van issue https://github.com/nl-digigo/NLCS/issues/795"
"#501";"Inhoudelijke backlog";"GR-Groen-inclusief-bomen | dynamische symbolen";"";"";"Update: we gaan daadwerkelijk odnerzoeken of we voor het eerst in zowel dgn als dwg symbolen kunnen publiceren bij de standaard, en tadaaa... we beginnen met de dynamische groeiplaatssymbolen voor bomen van de gemeente Utrecht. Zie issue #653 om het project te volgen"
"#617";"Inhoudelijke backlog";"kleuren";"";"";"Deze vraag zal in #731 worden afgehandeld"
"#621";"Inhoudelijke backlog";"implementatie | publicatie";"";"";"toelichting hier geplaatst: https://nl-digigo.github.io/NLCS/howtoquery/#sparql-endpoint"
"#637";"Inhoudelijke backlog";"duplicate | RI_riolering-en-GWSW | Symbolen";"";"";"OEPS DUBBEL MET #634"
"#719";"Inhoudelijke backlog";"RI_riolering-en-GWSW";"";"";"verwerkt in documentatie [ontology alignments](https://nl-digigo.github.io/NLCS/ontologyalignments/5-1/)"
"#1";"Inhoudelijke issues Release 5.1";"minor fix | RI_riolering-en-GWSW | BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"> Is het echt wenselijk/noodzakelijk dat er voor elk stelseltype een apart putsymbool is?

Absoluut, onmisbaar voor een duidelijke tekening.
Maar daarom ook de 'algemene' symbolen.
Kan je alle combinaties maken die je wilt, iedereen weer blij. :-)"
"#5";"Inhoudelijke issues Release 5.1";"VH - verhardingen | ZZ_voor alle hoofdgroepen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@SanderNijhof 

Precies dat. Ik kan mij niet voorstellen dat er 'iemand' is die deze blocks gebruikt.
Als een 'block' net niet lekker past, moet je ene nieuw block plaatsen met de andere rotatie... dat doet toch geen mens?
Volgens mij is een multileader of een gewone tekst de standaard toepassing.

Zodoende mogen ze m.i. helemaal vervallen.
Als ze wel moeten blijven, lijkt één versie mij voldoende.
De omkaderde versie zou zowiezo weg mogen."
